fragment,data,control,exception
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/RequestBodyReader.java#L146-L153,0,2,0
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/RequestBodyReader.java#L70-L77,0,3,0
https://github.com/IBlogLab/enhance-gateway/blob/9b175549c6f9228096be92424c712e07686e9e4b/src/main/java/org/iblog/enhance/gateway/resources/LoggingRecordResource.java#L168-L175,5,0,0
https://github.com/PlayPen/playpen-core/blob/dd867086481d93a439cb0270eaa7272bacf75493/src/main/java/io/playpen/core/utils/process/FileProcessListener.java#L39-L46,1,0,0
https://github.com/PlayPen/playpen-core/blob/dd867086481d93a439cb0270eaa7272bacf75493/src/main/java/io/playpen/core/utils/process/FileProcessListener.java#L53-L60,1,0,0
https://github.com/alfasoftware/soapstone/blob/480e00c3384796efb1b2e69ba611d0234f6af333/src/main/java/org/alfasoftware/soapstone/WebServiceInvoker.java#L98-L105,1,0,1
https://github.com/bkatwal/kafka-solr-sink-connector/blob/f0d022607f3d5419053bfb0c87a710fb37e00896/src/main/java/com/bkatwal/kafkaproject/service/PlainJsonDocMappersImpl.java#L102-L109,3,2,0
https://github.com/bkatwal/kafka-solr-sink-connector/blob/f0d022607f3d5419053bfb0c87a710fb37e00896/src/main/java/com/bkatwal/kafkaproject/service/SolrServiceImpl.java#L138-L145,3,2,0
https://github.com/codeine-cd/codeine/blob/355463b17c671925bc8bd3951dabb98a150dfe36/src/common/codeine/servlet/HealthServlet.java#L31-L38,0,3,0
https://github.com/davidmoten/aws-maven-plugin/blob/e027d61b07cdc0e8b915217f1f6aca9b0f41011d/src/main/java/com/github/davidmoten/aws/maven/BeanstalkRemovePortsMojo.java#L102-L109,3,0,0
https://github.com/jetlang/remoting/blob/505aadcc72f28bdf1796ce6fc5b490cece2e5375/src/main/java/org/jetlang/remote/client/JetlangTcpClient.java#L219-L226,2,0,0
https://github.com/lettuce-io/lettuce-core/blob/761d60247159662ce1db8bc20318bc4b573bc010/src/main/java/io/lettuce/core/StatefulRedisConnectionImpl.java#L219-L226,4,0,0
https://github.com/sranka/jdbcimage/blob/4b16de3a349a30e5d69633a0fea6e08d486392b9/src/main/java/io/github/sranka/jdbcimage/main/MultiTableConcurrentImport.java#L38-L45,6,0,0
https://github.com/sylvainlaurent/swagger-validator-maven-plugin/blob/980ad67cf33eb53ba27d44738bb8fe3aac3dba01/src/main/java/com/github/sylvainlaurent/maven/swaggervalidator/semantic/validator/path/MimeTypeValidator.java#L73-L80,2,0,0
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/AsyncSsePublisher.java#L173-L179,2,0,0
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/Http1Response.java#L61-L67,3,0,0
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/NettyResponseAdaptor.java#L152-L158,3,0,0
https://github.com/ATLANTBH/owl/blob/f808feae5b021ce37e7a937ab03bf3327be386ad/src/main/java/com/atlantbh/test/reporter/utils/services/ServicesUtils.java#L46-L52,2,0,0
https://github.com/TheHolyWaffle/TeamSpeak-3-Java-API/blob/decd7c8bda74246ac9c0f704599cb4c272ba6181/src/main/java/com/github/theholywaffle/teamspeak3/api/CommandFuture.java#L791-L797,1,0,0
https://github.com/apache/commons-compress/blob/ca1052f1347e301b46b1224d6b92198699663763/src/test/java/org/apache/commons/compress/archivers/zip/ParallelScatterZipCreatorTest.java#L324-L330,2,0,0
https://github.com/apache/sling-org-apache-sling-servlets-resolver/blob/75e62e657fc0b2dbbc90287cba23a24116152fce/src/main/java/org/apache/sling/servlets/resolver/internal/bundle/BundledScriptTracker.java#L491-L497,2,0,0
https://github.com/casbin/jcasbin/blob/eb7f93118e4f6d93e44cd779ce17a2f5f2d81387/src/main/java/org/casbin/jcasbin/model/Model.java#L331-L337,1,0,0
https://github.com/cellsrg/tabbypdf/blob/def8bb08e7733a9b87e593cb5363ef82581628c1/src/main/java/ru/icc/cells/tabbypdf/detection/TableRegionDetector.java#L90-L96,1,0,0
https://github.com/chengdedeng/waf/blob/9ba9a18857154830a35e3b10d111d025208f73ef/src/main/java/info/yangguo/waf/service/ZkClusterService.java#L224-L230,5,0,0
https://github.com/chengdedeng/waf/blob/9ba9a18857154830a35e3b10d111d025208f73ef/src/main/java/info/yangguo/waf/service/ZkClusterService.java#L252-L258,5,0,0
https://github.com/chengdedeng/waf/blob/9ba9a18857154830a35e3b10d111d025208f73ef/src/main/java/info/yangguo/waf/validator/SecurityConfigItemValidator.java#L36-L42,2,0,0
https://github.com/chengdedeng/waf/blob/9ba9a18857154830a35e3b10d111d025208f73ef/src/main/java/info/yangguo/waf/validator/SecurityConfigItemValidator.java#L48-L53,3,0,0
https://github.com/dnsjava/dnsjava/blob/206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095/src/main/java/org/xbill/DNS/lookup/LookupSession.java#L301-L307,1,0,0
https://github.com/hermannpencole/nifi-config/blob/e4a8a251bd01fd4026ac4fe6868791f4496ce882/src/main/java/com/github/hermannpencole/nifi/config/service/ConnectionsUpdater.java#L101-L107,4,0,0
https://github.com/hermannpencole/nifi-config/blob/e4a8a251bd01fd4026ac4fe6868791f4496ce882/src/main/java/com/github/hermannpencole/nifi/config/service/ConnectionsUpdater.java#L110-L116,4,0,0
https://github.com/hermannpencole/nifi-config/blob/e4a8a251bd01fd4026ac4fe6868791f4496ce882/src/main/java/com/github/hermannpencole/nifi/config/service/ConnectionsUpdater.java#L121-L127,4,0,0
https://github.com/iamazy/elasticsearch-sql2/blob/05a7743fb2bb70816f8255a7e7b3086374b15d8c/src/main/java/io/github/iamazy/elasticsearch/dsl/sql/parser/query/exact/BinaryQueryParser.java#L84-L90,2,0,0
https://github.com/jessin20161124/miniDubboOpen/blob/a02a5c2b393456861401b14057752fb22a7308ab/src/main/java/com/jessin/practice/dubbo/invoker/DubboInvoker.java#L55-L61,2,0,0
https://github.com/jhunters/jprotobuf/blob/0e326bf8704027adc8af182e7cebc0e7a9c38e30/jprotobuf-precompile-plugin-gradle/src/main/java/com/baidu/jprotobuf/plugin/PrecompileTask.java#L163-L169,2,0,0
https://github.com/keighrim/mae-annotation/blob/a4bf15aaad14f80b4c6a076bd01c58f6e4d07000/src/main/java/edu/brandeis/llc/mae/agreement/view/MaeAgreementGUI.java#L290-L296,0,0,1
https://github.com/leonhad/paradoxdriver/blob/de3a6ad18b6c7f1d461383876339dc8086beaead/src/main/java/com/googlecode/paradox/planner/nodes/FunctionNode.java#L104-L110,2,0,0
https://github.com/lettuce-io/lettuce-core/blob/761d60247159662ce1db8bc20318bc4b573bc010/src/main/java/io/lettuce/core/RedisURI.java#L925-L931,2,0,0
https://github.com/monkeymq/jgossip/blob/4bfc8e791381f70d62ea4ad6d8ae952da840dd0d/src/main/java/net/lvsq/jgossip/net/udp/UDPMsgService.java#L96-L102,0,2,0
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/RateLimiterImpl.java#L41-L46,8,0,0
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/test/java/io/muserver/AsyncSsePublisherTest.java#L101-L106,4,0,0
https://github.com/Sayi/swagger-diff/blob/e6abc1483ec90859aeba9d9ad4e7fd0368352d47/src/main/java/com/deepoove/swagger/diff/compare/ModelDiff.java#L129-L134,2,0,0
https://github.com/StaticBeagle/ETK4J/blob/393c622d01b9abfcead5c9c0973b4557173502e2/src/main/java/com/wildbitsfoundry/etk4j/signals/filters/Bessel.java#L296-L301,2,0,0
https://github.com/alibaba/compileflow/blob/e96a05224f71bf4aa3d9fb37bba85764b2fc153f/src/main/java/com/alibaba/compileflow/engine/common/extension/PluginManager.java#L181-L186,4,0,0
https://github.com/fabric8io/docker-maven-plugin/blob/40371e754a6f3122af6d3019508c364627580935/src/main/java/io/fabric8/maven/docker/AbstractDockerMojo.java#L495-L500,3,0,0
https://github.com/finos/messageml-utils/blob/8dc8971aee55c36fbc2bce55a5e62ef254cc2eb9/src/main/java/org/symphonyoss/symphony/messageml/bi/BiContext.java#L100-L105,2,0,0
https://github.com/joniles/mpxj/blob/91540932b1db27a525f1ee9e9fb9d878acedfc74/src/main/java/net/sf/mpxj/common/MPPAssignmentField.java#L55-L60,6,0,0
https://github.com/joniles/mpxj/blob/91540932b1db27a525f1ee9e9fb9d878acedfc74/src/main/java/net/sf/mpxj/common/MPPProjectField.java#L51-L56,6,0,0
https://github.com/joniles/mpxj/blob/91540932b1db27a525f1ee9e9fb9d878acedfc74/src/main/java/net/sf/mpxj/common/MPPResourceField.java#L54-L59,6,0,0
https://github.com/joniles/mpxj/blob/91540932b1db27a525f1ee9e9fb9d878acedfc74/src/main/java/net/sf/mpxj/common/MPPTaskField.java#L54-L59,1,0,0
https://github.com/lastaflute/lastaflute/blob/01201e2eee995053bf6f9febcf58ace01ed38c30/src/main/java/org/lastaflute/web/ruts/GodHandableAction.java#L417-L422,1,0,0
https://github.com/lastaflute/lastaflute/blob/01201e2eee995053bf6f9febcf58ace01ed38c30/src/main/java/org/lastaflute/web/servlet/filter/mdc/MDCHook.java#L94-L99,1,0,0
