file,generation time,test time,blocktest count,actual test count,USEABLE,total_time
SpringStudent-GyJdbc-0ca78eb623487f137d94eb719a94464d2d0cbbe8-SQL,1742,1549,201,200,TRUE,3.291
sranka-jdbcimage-4b16de3a349a30e5d69633a0fea6e08d486392b9-MultiTableConcurrentImport,2334,2435,201,200,TRUE,4.769
StarlangSoftware-TurkishMorphologicalAnalysis-26450b47db92b64580a2bfa4a0d7d0bce38edd49-FsmMorphologicalAnalyzer,2919,2491,801,800,TRUE,5.41
StarlangSoftware-TurkishMorphologicalAnalysis-26450b47db92b64580a2bfa4a0d7d0bce38edd49-FsmParse,2564,1825,801,800,TRUE,4.389
StaticBeagle-ETK4J-393c622d01b9abfcead5c9c0973b4557173502e2-Bessel,2077,1995,201,200,TRUE,4.072
StaticBeagle-ETK4J-393c622d01b9abfcead5c9c0973b4557173502e2-EigenvalueDecomposition,1669,1516,201,200,TRUE,3.185
stupid1t-poi-excel-7f1834f1e0fa91bed24591ee43e89d95ec39de98-PoiResult,2265,1399,501,500,TRUE,3.664
sylvainlaurent-swagger-validator-maven-plugin-980ad67cf33eb53ba27d44738bb8fe3aac3dba01-MimeTypeValidator,2004,2094,201,200,TRUE,4.098
Thare-Lam-fast-elasticsearch-query-builder-bc6e2adf8333363929e68f3c8dc459c320101aef-AggregationHelper,1705,1462,401,400,TRUE,3.167
TheHolyWaffle-TeamSpeak-3-Java-API-decd7c8bda74246ac9c0f704599cb4c272ba6181-CommandFuture,2076,1970,101,100,TRUE,4.046
ThreeTen-threetenbp-bdf97bf72f4e5af7ae3c3af1ea8e3407c1451341-DateTimeFormatterBuilder,2356,2421,201,200,TRUE,4.777
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term,3003,1984,3301,3300,TRUE,4.987
tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Parser,2922,4853,801,800,TRUE,7.775
unitsofmeasurement-unit-ri-d412fc0b790d7c050dcfb2cba24a4316ece24b5c-DecimalFormat,2676,3125,1001,1000,TRUE,5.801
vangj-jbayes-4f3a542a4cab356b2b4a3d5d735ae0346429ef2d-Table,2092,1481,201,200,TRUE,3.573
vizor-games-infraworld-cornerstone-2f8c792393fd8bbfc09d5bfdd36114230f64aa5c-NestedTypesRemover,2134,1561,201,200,TRUE,3.695
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-MetaDataParser,2254,2778,301,300,TRUE,5.032
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-DictionaryFactory,2173,17274,201,200,TRUE,19.447
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-DictionaryTools,2295,3789,601,600,TRUE,6.084
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-PureEnglish,2319,2714,501,500,TRUE,5.033
yuch7-cwlexec-08b3e8ac1017f5a43d4d33699d1c9d4cb32a89e1-IOUtil,2546,1493,701,700,TRUE,4.039
